horizon,bh,up95,low95,seh
-3,-.0048030368,.12550226,-.13510834,.066482291
-2,-.051675349,.035031941,-.13838264,.044238415
-1,0,0,0,0
0,.099699616,.21772619,-.018326949,.060217634
1,.084793665,.24164832,-.07206098,.080027878
2,.12032322,.31140289,-.070756435,.097489618
3,.28690195,.52067095,.053132921,.11926991
4,.22901152,.48736084,-.029337805,.13181087
5,.27540669,.55238146,-.0015680849,.14131366
6,.15662642,.43155611,-.11830327,.14027025
7,.024693677,.2164751,-.16708775,.09784767
8,.057327349,.38169792,-.26704323,.1654952
9,.052620783,.42624575,-.32100418,.19062498
