horizon,bh,up95,low95,seh
-3,-.034216184,.32320109,-.39163345,.18235576
-2,.21281691,.59529591,-.1696621,.19514234
-1,0,0,0,0
0,.27160496,.70665193,-.163442,.22196274
1,.16768493,.92389011,-.58852023,.38581896
2,.17043023,.83503944,-.49417898,.33908632
3,.31696269,1.0329649,-.39903963,.3653073
4,.035347104,.75542933,-.68473512,.3673889
5,.21734092,.83941525,-.40473342,.31738487
6,.38318384,.96128416,-.1949165,.29494914
7,.33034664,.9448607,-.28416738,.31352758
8,.21929111,.61294031,-.17435807,.20084143
9,-.11091187,.23275502,-.45457876,.17534025
