horizon,bh,up95,low95,seh
-3,-.023895733,.062462367,-.11025383,.044060253
-2,-.0019577318,.055020679,-.058936145,.029070618
-1,0,0,0,0
0,-.046390511,.027284028,-.12006505,.037589051
1,-.04771499,.064137802,-.15956779,.057067752
2,-.066253051,.031675696,-.1641818,.049963646
3,-.11351454,.004481338,-.2315104,.060201976
4,-.077761546,.070236303,-.22575939,.075509109
5,-.080747306,.10276897,-.26426357,.093630753
6,-.027234601,.1935035,-.2479727,.11262148
7,-.052484602,.19896741,-.30393663,.12829185
8,-.052011397,.27109766,-.37512046,.16485156
9,-.071657635,.23772256,-.38103783,.15784703
