horizon,bh,up95,low95,seh
-3,.092811458,.3960301,-.21040718,.15470339
-2,-.04070111,.15565912,-.23706135,.10018379
-1,0,0,0,0
0,.70885867,.9297834,.4879339,.11271672
1,.95278078,1.3362768,.56928486,.19566119
2,.72870386,1.1859187,.27148899,.2332729
3,.69916469,1.2121233,.18620613,.26171353
4,.66121709,1.2436242,.078809969,.2971465
5,.77263224,1.6354653,-.090200782,.44022092
6,.47009978,1.3759916,-.43579206,.4621897
7,.24461095,1.1749793,-.68575746,.47467777
8,.13175867,.77300352,-.5094862,.32716575
9,-.074398927,.56233627,-.71113414,.32486489
