horizon,bh,up95,low95,seh
-3,.025000628,.15828495,-.10828368,.068002202
-2,.040094733,.12985104,-.049661569,.045794033
-1,0,0,0,0
0,.031250089,.10349252,-.040992338,.036858384
1,.045101196,.1381423,-.047939911,.047469951
2,.009302319,.08593028,-.067325644,.039095897
3,-.038114205,.052587349,-.12881576,.046276305
4,.022052344,.12752876,-.083424062,.053814493
5,.14329876,.27682295,.0097745545,.068124592
6,.076327942,.211401,-.05874512,.068914831
7,.0068453685,.15589741,-.14220667,.076046959
8,.028372588,.1533727,-.096627533,.063775577
9,.086755835,.2074433,-.03393162,.061575234
