horizon,bh,up95,low95,seh
-3,-.075010613,.051573779,-.20159501,.064583875
-2,-.082569383,.06092608,-.22606485,.073211968
-1,0,0,0,0
0,.03696904,.17149924,-.097561151,.068637855
1,.090365343,.24269147,-.061960787,.077717416
2,.025476709,.13066934,-.079715922,.05366971
3,-.029255332,.12433717,-.18284784,.078363523
4,.047351424,.22761701,-.13291416,.091972239
5,.21197784,.45549923,-.031543538,.1242456
6,.11480349,.36520949,-.13560249,.12775816
7,.031378325,.25159329,-.18883663,.11235458
8,.078261465,.3589153,-.20239237,.14319073
9,.10981766,.44856167,-.22892635,.17282858
