horizon,bh,up95,low95,seh
-3,.055908956,.16450214,-.052684229,.055404685
-2,.037116513,.10391623,-.029683203,.034081489
-1,0,0,0,0
0,.0059825261,.065711983,-.053746931,.030474214
1,.000019018984,.069979668,-.069941625,.035694208
2,-.0057739574,.055079903,-.066627815,.031047888
3,-.05513395,.013061024,-.12332892,.034793355
4,.0043325219,.080742911,-.07207787,.038984891
5,.060913686,.17839299,-.056565624,.059938423
6,.044847369,.14490677,-.055212036,.051050715
7,-.012211363,.10865341,-.13307613,.061665703
8,.017368132,.1156304,-.080894135,.050133809
9,.049707185,.1484399,-.049025528,.050373834
