horizon,bh,up95,low95,seh
-3,-.088763416,.23068684,-.40821368,.16298483
-2,-.15162818,.064936548,-.36819291,.11049221
-1,0,0,0,0
0,.55058479,.79814625,.30302331,.12630688
1,.60750645,.94020087,.27481204,.16974205
2,.32326305,.74294358,-.096417479,.21412271
3,.2704159,.71433944,-.17350765,.22649162
4,.19574039,.64725649,-.25577572,.23036537
5,.081909597,.62520748,-.46138829,.2771928
6,-.0093202535,.55001295,-.56865346,.28537408
7,-.15758841,.36705098,-.68222779,.26767313
8,-.2548615,.24150732,-.7512303,.25324941
9,-.4030062,.15321432,-.95922673,.28378597
