horizon,bh,up95,low95,seh
-3,-.020255612,.28878319,-.32929444,.15767287
-2,-.072551653,.13837922,-.28348252,.1076178
-1,0,0,0,0
0,.64431131,.8687641,.41985852,.11451674
1,.77679533,1.1117607,.44182998,.17090069
2,.49969217,.9151237,.08426062,.21195488
3,.51825237,1.031055,.0054497928,.26163396
4,.35587019,1.0094274,-.29768705,.33344758
5,.46211177,1.2617773,-.3375538,.40799263
6,.18323585,.92851186,-.56204015,.38024285
7,-.1054142,.79972112,-1.0105495,.46180373
8,-.13033648,.8063091,-1.066982,.47788042
9,-.064460151,.79893124,-.92785156,.4405058
