horizon,bh,up95,low95,seh
-3,.1526247,.36157161,-.056322228,.10660557
-2,.13559772,.24832441,.022871034,.057513617
-1,0,0,0,0
0,.10204408,.21078573,-.0066975751,.055480435
1,.27003384,.50580084,.034266829,.12028929
2,.30150384,.62185764,-.018849963,.16344582
3,.3165386,.72719848,-.094121277,.20952034
4,.40504611,.9324559,-.12236368,.26908663
5,.73348069,1.4452423,.021719152,.36314365
6,.8094697,1.6476912,-.028751858,.42766407
7,.85141659,1.7821397,-.079306513,.47485873
8,1.0179242,2.0950835,-.059235159,.5495711
9,1.0690554,2.2033234,-.065212466,.57870811
