horizon,bh,up95,low95,seh
-3,.027053464,.12438601,-.070279077,.049659461
-2,.000041770832,.059718966,-.059635423,.030447548
-1,0,0,0,0
0,-.0080010928,.057468206,-.073470391,.033402704
1,.037737336,.15256478,-.077090114,.058585435
2,.1099181,.25297165,-.033135429,.072986498
3,.20671396,.36551252,.047915395,.081019677
4,.1882931,.38901794,-.01243173,.10241063
5,.26259249,.49526116,.029923819,.11870851
6,.21133237,.44844332,-.025778592,.12097498
7,.21831849,.47234315,-.035706148,.12960441
8,.21168198,.50428945,-.08092548,.14928952
9,.30655831,.57386029,.03925636,.13637854
