horizon,bh,up95,low95,seh
-3,.096142806,.36115891,-.1688733,.1352123
-2,-.021168953,.13116531,-.17350322,.077721566
-1,0,0,0,0
0,.74940461,.94866633,.55014288,.10166414
1,.91226912,1.2633088,.56122947,.17910184
2,.73983413,1.2129556,.2667127,.24138848
3,.63815826,1.151009,.1253076,.26165849
4,.64717525,1.1432451,.15110537,.25309688
5,.66291887,1.3090922,.01674551,.32968029
6,.41767302,.97151929,-.13617323,.28257462
7,.11440545,.84887362,-.62006271,.37472868
8,-.026888773,.81328803,-.86706561,.42866164
9,.025591116,.70001739,-.64883518,.34409505
