horizon,bh,up95,low95,seh
-3,.038943838,.13968864,-.06180096,.051400408
-2,-.011051006,.036557805,-.058659818,.02429021
-1,0,0,0,0
0,.11591969,.19109388,.040745504,.038354177
1,.081938557,.23088573,-.067008615,.075993456
2,.079014026,.19650154,-.038473491,.059942611
3,.2490119,.44665077,.051373024,.10083617
4,.26840353,.53473181,.0020752845,.13588175
5,.35373777,.64351892,.063956633,.14784752
6,.23387812,.49633363,-.028577376,.13390587
7,.1396105,.38384348,-.1046225,.12460867
8,.13160214,.43201303,-.16880877,.15327087
9,.12241563,.47164175,-.22681049,.1781766
