horizon,bh,up95,low95,seh
-3,.12996469,.42017385,-.16024448,.14806591
-2,.19035742,.46581715,-.085102327,.14054069
-1,0,0,0,0
0,.12151684,.22843117,.014602515,.054548126
1,.34047166,.53854859,.14239472,.10105966
2,.33884418,.64068544,.037002914,.15400064
3,.27629542,.64912921,-.096538395,.19022134
4,.29184377,.7469244,-.16323683,.23218398
5,.55761129,1.0545374,.060685191,.25353372
6,.53952402,1.016356,.062692024,.24328163
7,.52172464,.83002347,.21342582,.15729532
8,.40451387,.76268458,.046343122,.18274018
9,.24672922,.68103606,-.18757762,.22158512
