horizon,bh,up95,low95,seh
-3,.060526822,.23350017,-.11244652,.088251702
-2,.034494977,.14184485,-.072854899,.054770343
-1,0,0,0,0
0,-.048107605,.04591094,-.14212616,.047968645
1,-.080596834,.071634725,-.23282839,.077669166
2,-.1403224,.028902818,-.30954763,.086339399
3,-.22271995,.01873327,-.46417317,.12319042
4,-.11986618,.14546306,-.3851954,.13537206
5,-.11054373,.1578117,-.37889916,.13691604
6,-.024809815,.25731122,-.30693084,.1439393
7,.022939557,.34412766,-.29824853,.16387148
8,.11379661,.56251723,-.33492398,.22893909
9,.073918484,.53755957,-.38972259,.23655157
