horizon,bh,up95,low95,seh
-3,.051015135,.18115106,-.079120785,.066395879
-2,-.022397658,.068373792,-.1131691,.046311963
-1,0,0,0,0
0,-.089266732,-.0077044396,-.17082903,.041613415
1,-.10585696,.030917363,-.24263129,.069782816
2,-.16926308,-.0062968535,-.33222932,.083146036
3,-.26492518,-.029967573,-.49988279,.11987633
4,-.2629672,-.027678328,-.49825606,.12004534
5,-.19680522,.13053802,-.52414846,.16701186
6,-.08627411,.30385888,-.47640711,.19904745
7,-.04614054,.3549931,-.44727418,.20466001
8,.073559314,.59548092,-.44836226,.26628652
9,-.015609209,.46018243,-.49140084,.24275084
